315,1
315,3
315,179
315,759
315,1021
315,1120
315,1247
315,1688
315,1707
315,2035
315,2037
315,2147
315,2180
315,2432
315,2938
315,3318
315,3663
315,4126
315,4387
315,4455
315,4755
315,5781
315,5802
315,6054
315,6436
315,6445
315,6484
315,6906
315,7929
315,7946
315,8036
315,8425
315,8522
315,8806
315,8814
315,8956
315,9331
315,10196
315,10304
315,10398
315,10549
315,12311
315,12997
315,13473
315,13596
315,13828
315,14092
315,14374
315,14419
315,14805
315,14835
315,14948
315,15193
315,15395
315,16166
315,16247
315,16724
315,16783
315,17097
315,17638
315,17718
315,17722
315,18161
315,18852
315,18994
315,19477
315,19492
315,19644
315,19782
315,19916
315,20224
315,20547
315,20664
315,20826
315,21173
315,21240
315,21609
315,21982
315,22007
315,22035
315,23833
315,24552
315,24592
315,24653
315,24677
315,24897
315,25485
315,25954
315,26111
315,26248
315,26741
315,26850
315,27574
315,27577
315,27882
315,28027
315,28481
315,29058
315,29335
315,29484
315,29610
315,29621
315,29789
315,29994
315,30698
315,31465
315,31567
315,31828
315,31977
315,32201
315,32470
315,32486
315,32673
315,32874
315,32917
315,33022
315,33114
315,33252
315,33396
315,33481
315,33599
315,33853
315,34183
315,34357
315,34622
315,34842
315,35004
315,35445
315,35459
315,35702
315,36058
315,36142
315,36277
315,36417
315,36702
315,37490
315,37579
315,37621
315,37640
315,37880
315,38203
315,38264
315,38272
315,39059
315,39112
315,39643
315,39819
315,40003
315,40173
315,40259
315,40456
315,40845
315,41209
315,41376
315,41426
315,41577
315,41632
315,42010
315,42100
315,43000
315,43287
315,43404
315,43491
315,43909
315,43914
315,44108
315,44195
315,44503
315,44559
315,44630
315,44655
315,44780
315,45040
315,45082
315,45155
315,45283
315,45563
315,45821
315,45916
315,45966
315,46822
315,47022
315,47802
315,48244
315,48353
315,48461
315,48584
315,48679
315,48962
315,49164
315,49418
315,49445
315,49681
315,49927
315,50269
315,50687
315,50950
315,51200
315,51263
315,51792
315,51989
315,52096
315,52114
315,52376
315,52576
315,53215
315,53313
315,53959
315,54607
315,54782
315,55069
315,55175
315,55518
315,55568
315,55807
315,55817
315,55818
315,56050
315,56468
315,56469
315,56862
315,56883
315,57060
315,57144
315,57155
315,57296
315,57340
315,57521
315,57665
315,57795
315,57887
315,58269
315,58441
315,58442
315,58671
315,58709
315,58728
315,58783
315,59153
315,59162
315,59170
315,59324
315,59377
315,59674
315,60397
315,60478
315,60681
315,61551
315,61646
315,62151
315,62337
315,62406
315,63001
315,63433
315,63631
315,63794
315,64530
315,64705
315,64786
315,65397
315,65582
315,65693
315,66057
315,66444
315,66662
315,66822
315,66917
315,67151
315,67176
315,67233
315,67813
315,67894
315,67960
315,68853
315,68920
315,68977
315,69189
315,69220
315,69285
315,69367
315,69895
315,70045
315,70236
315,70416
315,70463
315,70653
315,70881
315,70919
315,71823
315,72055
315,72084
315,72503
315,72716
315,73183
315,73255
315,74089
315,74155
315,74340
315,74474
315,74993
315,75222
315,75660
315,75670
315,75871
315,76164
315,76168
315,76693
315,76817
315,77070
315,77169
315,77241
315,77546
315,77777
315,78355
315,78411
315,78413
315,78442
315,78502
315,78666
315,78715
315,78820
315,79099
315,79492
315,79702
315,79750
315,79993
315,80383
315,80564
315,80766
315,80904
315,81468
315,81713
315,81765
315,82047
315,82168
315,82225
315,82238
315,82833
315,82872
315,83755
315,83857
315,84002
315,84171
315,84473
315,84617
315,84619
315,84650
315,84713
315,84787
315,84857
315,85023
315,85213
315,85493
315,85660
315,85785
315,85905
315,86736
315,87052
315,87146
315,87256
315,87573
315,88026
315,88163
315,88223
315,88482
315,88839
315,89068
315,89114
315,89235
315,89252
315,89304
315,89368
315,89913
315,90084
315,90126
315,90463
315,90518
315,91239
315,91264
315,91347
315,92519
315,92725
315,92963
315,93068
315,93099
315,93961
315,93962
315,94259
315,94362
315,94636
315,94876
315,95251
315,95321
315,95595
315,95790
315,95873
315,96510
315,96623
315,97194
315,97305
315,97316
315,97529
315,97787
315,97819
315,98146
315,98224
315,98276
315,98436
315,98498
315,98580
315,98638
315,98688
315,98937
315,98949
315,99181
315,99832
128,2
128,77
128,368
128,422
128,494
128,631
128,705
128,995
128,1035
128,1261
128,1407
128,1642
128,1845
128,1903
128,2114
128,3252
128,3696
128,3717
128,3809
